clinic_id,clinic_name
10980,"NuAdvance Orthopedics, PLLC"
10981,Greater Orange Foot Care
10982,Bellevue Behavioral Solutions
10984,"Wafaa Alrashid M.D., Inc"
10985,Dr. Mimi Johnson
10986,Michigan Vein Care Specialists
10987,REBECCA KERR MD
10989,MARIN RETINA
11000,Riverside Pediatrics
11001,PRIME - DALLAS PHYSICIANS MED GROUP
11002,Barbara S Rickards DPM
11008,Gynecology Today PLLC
11010,"Eric Frechette, MD"
11015,MCA
11016,St Marys/St Joseph
11022,Family Healthcare Of Fairfax PC
11027,Bee Caves Pediatrics
11031,SAN DIEGO PODIATRY GROUP
11034,"Lanza's Medical Center, LLC"
11036,"Jerry W. Miller, MD, PA"
11042,Neptune Adult Medicine
11044,Column Health
11045,STOWE NATURAL FAMILY WELLNESS PLLC
11046,Foot and Ankle Health Centers
11053,Alkarim Medical Clinic
11058,Olde Towne Pediatrics
11061,"Restoration Healthcare, Inc."
11067,"The Bailey Medical Group, P.C."
11071,Center For Womens Health
11076,The Healthy Woman
11085,Northwest  Urology
11094,Benjamin N Mena MD PA
11095,"Alex J. Urteaga DPM, PA DBA Foot &"
11102,"DM Foot And Ankle Associates, LLC"
11111,Heart Associate of Hilton Head PC
11114,Anthem-Epoch Southern Arizona
11123,Catalyst Walk-In Clinic
11124,McLean County Foot and Ankle
11126,FRIENDLY FOOT CARE
11128,Mount Carmel
11129,Rancho Family Medical Group
11132,"Memorial Podiatry, PLLC"
11136,"Richmond Spine Interventions & Pain Center, PC"
11137,South River Internal Medicine
11138,Dominion Cardiovascular Associates
11141,Agape Family Healthcare LLC
11145,Spencer Wellness Centre
11153,Restoring Health Clinic
11154,Diabetic Eye DC
11162,Elderhealth & Living Corporation
11166,North Haven Medical Clinic
11169,Clark Heart and Vascular Center
11172,Mary-Anne Ost MD
11179,ATX Orthopedics
11181,"Rosita Villanueva, M.D."
11182,AIM Primary Care
11185,Katharine R Cooper MD PC
11188,Total Care Physicians
11189,Valley Family Care
11190,Southern Tier Podiatry
11192,Right Path Pain and Spine Center
11194,"Health Partners, Inc"
11196,Lab C
11197,Danville Sports Medicine and Primar
11198,"Neurology & Headache Center, INC."
11199,SpineZone
11202,"James Bauer, MD"
11203,"Garden State Retina Associates, LLC"
11205,Rock Harbor Health
11208,Resilient Health
11209,National University of Health Sciences
11210,"Ijeoma Nnamani MD, P.A."
11212,Pediatric Associates
11214,"Pain Partners of Texas, PLLC"
11216,"Lakewood Medical Associates, LLC"
11218,"FIT Health Care, PLC"
11225,Vulcan Pain Management
11227,Franconia Pediatrics
11228,"Aiken Neurosciences, PC"
11229,Cedar Creek Family Medicine
11230,Alder Health Services
11231,Niloufer S. Dennis MD
11232,Lydia A Fusetti MD
11234,College Hill OB/GYN
11238,"Concho Valley OB/GYN, PA"
11240,"Child & Adolescent Health Care, LLC"
11241,Anne Arundel Eye Center
11242,Nephrology & Hypertension Associates of Alaska
11243,"Fairfax Internal Medicine, P.C."
11246,Country Creek Pediatrics
11247,Jordan's Place Pediatrics
11254,MD for Men
11256,"WESTERN CAROLINA DIGESTIVE CONSULTANTS, P.A."
11258,"Clinica La Victoria, A Medical Corp"
11261,Family First Primary Care PLLC
11271,"Columbia Medical Clinic, PC"
11277,Senior Care Medical Associates
11280,Turtle Mountain Family Medicine
11282,Lily J Voepel Md
11284,Faith Community Hospital
11287,Athena
11291,POP Practice 1A
11295,DeBrady Medical Associates
11298,Doctors of Compassionate Services
11307,Foot and Ankle Specialists of New Jersey
11309,SIMPLY WELL
11313,Family and Community Medicine
11315,"R. Scott Kobylar, MD."
11318,"Cahaba Podiatry, Inc"
11327,Winnsboro Health Services
11329,Quad Cities Foot and Ankle Associates
11331,Access Health Louisiana
11333,Venus Women's Health
11337,Aaron Margulies MD
11338,"Jack C. Askins, MD"
11340,Surgical Associates of North Texas
11347,Cahaba Medical Care
11356,Horizon Health
11357,Physician Healthcare Network
11359,Dr. Mansell's Pain Clinic
11367,Midwest Neurology PC
11369,"Algiers Pediatrics,  LLC"
11373,Delta Orthopedics
11377,Amin Radparvar MD
11381,Instant Urgent Care
11384,City Pain Management
11390,"Meera Kodityal, MD"
11393,OrthoLouisiana
11397,Heart City Health Center
11398,"Ophthalmology of Montclair, LLC"
11400,"Riverside Podiatry, PC"
11401,Anees Ahsan MD
11401,Anees Ahsan MD
11402,Family Practice Associates of Sprin
11411,CHAS Health
11413,Tampa Orthopedic Clinic
11415,Dr. Hennon
11416,"Wichita Endocrinology, LLC"
11417,Texas Sleep Medicine
11418,F.W. Huston Medical Center
11425,"Hongbo Liu, MD, PA"
11426,Mercy Clinic
11427,Princeton Nassau Pediatrics
11434,New Braunfels Christian Ministries
11436,athenaHealth Client Devices
11440,"PEDIATRIC CARE GROUP, P.C."
11442,Ageless Institute
11443,Downeast ObGyn
11447,Rudolph Antoncic III MD PC
11460,Dr. Swaraj Bose
11461,Eastern Shore Heart Center
11472,Marga F Massey MD
11475,Irving Coppell Primary care doctors
11485,Farmington Family Practice
11487,"Hacker, Hopple, Grossman and Wenzke"
11488,Dr. Donna L. Bacon
11497,Mountaineer Community Health Center
11502,CommuniHealth Services
11503,Anthem Pain Management
11508,Weaver Family Medicine
11511,Blue Stone Health and Wellness
11513,"DiamondBack Pain, PA"
11515,Medcorps Asthma and Pulmonary Specialists
11518,Lifestyle Medicine Center LLC
11523,"Dr. Fredric C. Puckett, PLLC"
11532,Advanced Cardiovascular Care
11534,Northwest Medical Associates of Chi
11535,North Shore Vascular Surgery PC
11536,Pricare PA
11544,Fulshear Foot and Ankle
11546,Meridian Pain Group
11552,"Orthopedic Medicine of Alexandria,"
11560,"Wilmington Surgical Associates, P.A"
11561,"Miami Medical Consultants, P.A."
11568,Drs. James and Kelly Hoye - Partners in Family Care
11569,Texas Nephrology & Hypertension Specialists
11573,"State Urgent Care, LLC"
11574,Randolph Community Clinic
11575,Rocky Mountain Women's Care
11577,Leila C Morris MD
11580,Shifa Clinic
11581,Frisco Hand Center
11583,Robert M Pfoff MD
11590,Riverbend Family Medicine PC
11592,Nephrology Associates of South Miam
11598,Carmine J DeFusco MD
11600,New Day OB GYN
11607,Bradenton Pain & Wellness Center
11611,Lloyd Podiatry Group
11614,Seattle Integrative Oncology
11618,Millare Healthcare SC
11619,Medical Center Barbour
11623,Endocrinology Consultants
11624,Optimum Physical Therapy
11625,Arizona Kidney Disease and Hypertension Centers
11626,Suncoast Vascular and General Surgery
11638,Francis Mase MD PA
11643,"New Jersey Urologic Institute, P.A."
11644,Rose Women's Health
11652,"Elliot A. Grossman, MD"
11657,Resilient Primary Healthcare
11658,Mountain Community Health Partnership
11661,Mary Bachko
11665,Regis Neighborhood Health
11668,"Major Medical, LLC"
11671,Switzerland County Nurse Managed Clinic
11673,Lapeer Women's Health
11675,Remedy Health
11676,Central Florida Orthopaedic Surgery
11678,Indus Medical Associates
11680,VIDA PEDIATRICS LTD
11682,AFFINITY MEDICAL
11684,Doughty Podiatry PA
11689,Christopher W. Chu MD
11694,Orthopaedic Associates of Osceola
11703,"Premier Health and Wellness Group,"
11704,Primary Care Physicians Center
11705,International Pediatrics Clinic
11715,"Lufkin Adult Medicine Clinic, P.A."
11721,Mountainlands Community Health Center
11727,Thompson GYN
11728,"Primary Physicians of Austin, P.A."
11729,Associated Pulmonologists of Western Connecticut
11733,Specialized Podiatry
11734,Hazlet Medical Services
11737,Desert Sand Medical Office
11746,Olson Professional Counseling Servi
11747,Heritage Health Center
11750,Hafeez U Rehman MD
11754,James J Gomez MD
11755,DeKalb OB/GYN Affiliates LLC
11756,Center For Pain Care
11757,Family Healthcare of Loranger
11759,Down East Medical Center
11763,"Centro Medico Del Carmen, A Medical"
11764,South Central Ohio OB/GYN
11765,Ohio Pulmonary and Sleep Physicians
11766,"Michael Skyhar, MD"
11767,Robert Stokes MD PLC
11775,Grover Clinic
11776,Sarabjit S Anand MD PA
11777,"Convenient Care Medical Clinic, LLC"
11779,"Basel Yanes, Inc. dba Dayton Blood"
11782,Pediatric Partners
11783,"Danvers Family Doctors, P.C."
11786,Texas Premier Obgyn Center
11789,Flanders Pediatrics
11790,"CAREPLUS MEDICAL, INC"
11792,Harrogate Health Group
11795,Women's Health Specialists
11796,"Lifesprings Women's Healthcare, LLC"
11797,"Kenneth G. Cesa, DPM"
11799,"Carolina GI Associates, PC"
11800,Clancy Medical Group
11802,Brunswick Family Medicine
11806,Midcoast Medicine & Wellness
11809,Rice Planter Pediatrics
11813,Boston Sports Med.
11818,"Circle The City, an Arizona Non-Profit"
11819,Family First Wellness
11820,Ventura Pulmonary Crit Care
11826,"Justin Alexander, MD"
11827,Family Medical Care of Mount Dora
11828,"Hazleton Eye Center, Inc."
11836,Anita L Henderson MD
11837,Thomas A Digeronimo MD & Assocs
11842,"Dr Tan Women's Health Clinic, PA"
11843,Ormond Internal Medicine
11845,"Spine & Brain Neurosurgery Center,"
11847,Palmetto Nephrology PA
11849,Advanced Internal Medicine
11850,Monmouth Arthritis & Osteoporosis
11851,Shore Atlantic Geriatrics LLC
11852,Dr. Ajay K Joshi
11853,"Podiatry Center of New Jersey, LLC"
11855,Greenwich Pediatric Associates
11856,Family Health Center of Plainfield
11867,Podiatric Associates
11869,Pediatric Group
11873,Dermatology Care Center
11874,Lumina Women's Care - Dr. Patricia Pavel
11879,Aaron K Clark MD PC
11881,Plantation Pediatrics
11883,Prime Medical Group
11884,Florida Pain Management
11885,Huron Clinic
11886,Specialty and Primary Care
11888,Achieve Health
11889,Center for Health and Cancer Prevention
11892,Sierra Foot and Ankle Center
11894,LOST RIVERS FFS
11895,Peach State Women's Healthcare
11896,William R Bond Jr MD LLC
11898,PALM Health
11901,LOUISBURG FAMILY PRACTICE AND PAIN
11903,Esperanza Health Centers
11904,Franklin County Volunteers In Medicine Clinic
11906,Cota Medical Management Group INC.
11915,"Ocean Health Initiatives, Inc. (OHI)"
11917,NewYork-Presbyterian Medical Group
11918,Meaghan DiLallo
11920,Food Allergy Institute
11922,Amana Care
11925,"Elite Kidney Care, LLC"
11926,Dr. Anika T Whitfield
11932,Orthopedic Institute of Rio Grande Valley
11933,Medical Specialists of the Palm Beaches
11937,MDVIP Master
11938,Mt. Grant General Hospital
11943,W. Thomas Thompson
11950,Meritra Clinics LLC
11954,Pinecroft OBGYN
11956,Centro Hispano Urgencias Medicas
11957,One Palos Medical Center
11960,"FOOT HEALTHCARE ASSOCIATES, P.C."
11964,Saint Christopher
11968,Southeastern Neurosurgical Specialists
11969,AM Geriatrics AND Medical Clinic
11974,Kinston Head & Neck Physicians
11975,LliBott Consultorios Medicos
11979,"Tularosa Clinics, Inc."
11981,Comprehensive Medical Care Services of Eastern North Carolina
11985,Logan County Hospital
11987,Straith Hospital
11990,SUKANYA BURUGU MD DBA PRIMARY CARE
11991,Paradigm Healthcare PC
12000,A. Vicki Rickerson M.D.
12001,Pediatric Clinic LLC
12004,Port Orange Pediatrics PA
12006,Sacred Heart Mercy Health Care
12010,Shivam Medical Group
12011,"J. Shan Young , MD"
12018,Dr Lee Freedman
12022,ORTHOPEDIC SURGERY & SPORTS MEDICINE
12026,Innovative Dermatology and Mohs Surgery
12030,"Broussard Family Practice, PLLC"
12036,Barnard Medical Center
12040,Diamond Vision Institute
12041,JAMES C LEE DPM
12042,PARK CITY GYNECOLOGY
12049,Dr. Nikolaj Wolfson
12052,Lake Immediate Care
12054,Signature Psychiatry Associates Inc
12056,H & B QMC
12062,Blue Valley Surgical Associates
12063,Angeles Health Center
12069,"Kare Family Clinic, PA"
12070,Eugene Usberghi Jr DO
12072,Axtell Clinic
12074,Kreptowski Family Practice
12075,"James McGrath, M.D., PLLC"
12077,Foothill Pediatric and Adolescent Clinic
12078,"MDVIP - Sandra Gail Sattin, M.D."
12082,Personalized Healthcare of Scottsda
12083,Bruce Lowell MD
12084,THE BAILEY MEDICAL GROUP
12088,"Robert L. Schubert, M.D."
12089,Baystate ObGyn Group Inc.
12090,Waterboro Village Pediatrics
12094,Pulmonary & Digestive Clinic
12099,Family Medicine PC
12100,"S.A.S. OBGYN, LLC"
12102,Valley Family Medicine
12104,"Amy Ghaibeh, MD"
12105,Associated Kidney Specialists
12106,"Frank Landry, MD"
12107,Tri-State Private Practice
12109,Integrative Wellness Center PLLC
12113,"Serio, Thomas"
12114,Dr. Michael Zang
12117,Acadiana After Hours
12120,Regence Health Network
12124,Monterey Park Medical Center
12125,Central Florida Health Care
12126,Michele Leder MD
12129,Liberty Pain Associates
12134,In2it Medical
12138,"Ramann Nallamala, MD"
12139,"Leland Allen, MD"
12141,"Neurology Solutions Consultants, P.A"
12142,Hope Clinic
12145,Pendleton Family Care
12146,Thomas County Health Department
12149,NOELA Community Health Center
12153,Omaha Pain Physicians
12157,CHARLES L BATSON MD
12159,Esprit Health Clinic
12161,Associates In Dermatology
12163,SILVERGATE MEDICAL
12164,Dr. Richard J Hart Jr. MD and Dr. Michael Hattwick MD
12166,"Greystone Family Medicine, P.C."
12167,Vein and Laser Institute
12173,VR Allergy & Asthma Care
12175,Alpharetta Roswell Family Practice
12176,Boston ENT Associates
12178,"Gerald Kovar, MD"
12186,Vitae Integrative Medical Center
12187,Seattle Natural Family & Sports Med
12189,Apollo Healthcare Associates
12193,"Steven D. Lampinen, M.D."
12194,"MDVIP - STEVEN BILLET, M.D."
12201,Fred E Santoro MD
12204,Optimal Wellness Clinic
12205,MDVIP - Advanced Internal Medicine
12211,"Genevieve Belgrave, MD PA"
12214,Metroplex Pediatrics
12215,Palliative Care of North Texas
12216,Madison Primary Care
12217,Durrani MD & Associates
12219,"MDVIP - Christine Franden MD, PLLC"
12222,Penny Pediatrics
12223,"Cardiovascular Specialists of Germantown, LLC"
12224,Dr. Sachdev
12226,LIFECARE PODIATRY
12231,Family Birth and Women's Health
12232,ADOC Medical Center
12233,Levin Family Practice
12246,King's Clinic and Urgent Care Gastonia
12248,Regina B Portnova MD
12251,Open Arms Health Clinic
12258,MESA MEDICAL SERVICES
12259,Virginia Surgical Care Center PC
12260,"Patricia Estrada, MD"
12266,Calvert Orthopedic Sports Medicine
12267,"Shannon Mize, MD"
12273,"Five Journeys, P.C."
12278,"Tina Wu, MD"
12282,Diabetes Clinic of the Coast
12284,Advanced Medical of Florida
12286,Disc Comfort
12293,MONROE PHYSICIAN MANAGEMENT LLC
12294,GEORGIA PHYSICIAN MANAGEMENT LLC
12297,"Kay May Kwok, MD"
12305,"ALBERT MARLAND, MD"
12308,Maine Coast Hand and Shoulder
12309,"Steven Pappas, M.D."
12312,"Spine Specialists of Louisiana, LLC"
12313,Consultative Gastroenterology
12316,Dr. Jeff Wilkins M.D.
12318,Mark C Nitzberg MD PC
12320,Richard L. Isaacson D.P.M.
12321,Talbert House
12324,InclusivCare
12325,Clinical Bridges PLLC
12326,Joyce D Johnson MD
12327,"Robert A. Weiss MD, PA"
12328,Monroe Pediatrics
12329,Atlanta West Primary Care
12336,"PLLC, Just for Kids Pediatrics"
12349,IMAN HEALTH CLINIC
12354,Sandwich Pediatrics
12357,"Tulsa OBGYN Associates, Inc."
12358,The Center for Internal and Integrative Medicine
12362,Sastun Family Medicine
12364,"Arnett Medical, LLC"
12366,Dr. Trina Kapoor Frankel
12367,Lata T Bansal MD
12373,Christ Health Center
12375,"Randall Maxey, Corporation"
12377,Rebirth Health Center
12380,Saint Lucie Family Doctor
12384,Medical Clinic of Bellaire
12389,Randy B Cronic MD
12394,My Flushing Medical Home
12395,Tooele Valley Urgent Care
12396,West Virginia Health Right
12400,Baptist Community Health Services
12401,"City of Portland Maine, Public Heal"
12404,Bee Well Pediatrics LLC
12405,Jonathon G Dewald MD
12406,Nicholas Cassis Jr. MD
12407,Inscriptions Children's Clinic
12412,The C.W. Williams Community Health
12417,Corrales Family Practice
12424,Midwest Heart and Vein Center
12425,"STONEBRIDGE FOOT AND ANKLE, PLLC."
12434,Fearmonti Plastic Surgery
12435,Sartell Pediatrics
12437,Vital Life Wellness Center & Spa
12439,Roger A Pompeo MD
12441,"Alpine Orthopaedic and Spine, P.C."
12443,Soledad O Lee MD
12448,"CRAIG SHOUSE, DPM, PC"
12450,LECOM Englewood Family Practice
12454,"Suresh K. Sachdeva, M.D."
12456,Dr. Warner Bruner MD
12457,Texas Institute of Dermatology
12459,HEALTHY BRAIN NEUROLOGY
12460,"Georgia Goldfarb, MD"
12462,"St. George Kidney Care, LLC"
12464,Advanced Heart Care
12466,Hanna Dgheim MD
12469,"Raul D. Isern Jr., M.D., P.A."
12471,Stuart B Kipper MD
12474,South Atlanta Integrative Medicine
12476,Sports and Family Medicine of Boerne
12477,Su Clinica Medical Group
12478,Miller Vein
12483,Colonial OB-GYN
12484,"Gwenervere L Flagg, MD"
12487,Southern Arizona Ophthalmology
12490,Medicor Partners
12492,The Women's Center
12495,The Expressway Clinic & FastER Care
12504,"David M. Frisch, M.D."
12506,"Quality Care Internists, LLC"
12507,The Allergy Center
12510,Hayden Family Medical Center
12515,Complete Care Health Centers
12521,HJA
12523,Buffalo OB/GYN
12524,"Daniel S. Forrer D.O., P.A"
12529,OrthoNC
12531,"Gregory J. Cuozzo, MD"
12532,"Mae Obermeyer, MD"
12539,Delta Health Clinics
12543,"Marcus Parker, MD"
12544,FEMM Health Center
12546,Southwestern Cardiac Arrhythmia Institute
12549,Henry Mayo Newhall Urgent Care Center
12556,Cornerstone Charitable Clinic
12557,Neurology Children's Specialty Clinic
12560,Augusta Foot & Ankle
12563,LCS Healthcare Group
12569,Snake River Community Clinic
12572,Neurology and Pain Consultants
12573,Elite Care Family Medicine
12574,ATLAS Medical Services
12576,Midwest Orthopaedics at Rush
12578,Gibbs Family Practice
12580,Columbus Cardiology Associates
12582,Joan Y Lyn DO
12583,Eastside Neurology Inc
12585,"Sheldon T Warman, MD, PA"
12587,Dr. Carlos Cruz
12590,Livia A Delgado MD
12595,Coastal Shoulder Surgery and Sports Medicine
12600,Samaritan Health Ministries
12602,"Erika Hegland, DO"
12603,Mid America Sleep Service
12607,Dr.'s Choice Physical Therapy
12608,Physicians Care of Starke & Keystone
12610,New Haven Neurosurgical Associates
12611,"DBHMD Medicine, P.A."
12612,Fremont Family Medicine PC
12615,Stoney Mesa Family Practice
12616,"Amity Medical Group, Inc."
12618,Gary W. Muller M.D.
12621,"George N. Chidi, MD PA"
12622,"New York Dermatology & Mohs Surgery Group, PLLC"
12623,Sound Beach Pediatrics
12624,Sacred Heart Pediatrics
12625,"Mahesh Mathews, MD"
12635,"Thomasville Internal Medicine, LLC"
12636,Regis Kwo MD
12638,"Monahan, Kevin"
12639,AVICENNA MEDICAL CLINIC
12645,Foot and Ankle Care of South Jersey
12646,Adeeb Thomas
12647,Kingdom Natural Medicine
12649,David L Samani MD
12656,Iraan General Clinic
12662,"Patricia Lopez Po, MD"
12663,Dr. David Zekser
12678,"Michael Goodman, MD"
12680,"Texas Urology Group, PA"
12684,Education Plus Health
12685,"John A Walsh, MD"
12686,Huebner Family Medicine
12693,Altamonte Family Practice
12694,Open Health Care Clinic
12695,Dr. Richard Handelsman
12696,Women's CenterforIntegrative Health
12697,Eastern Urological Associates
12702,Chand Rohatgi MD
12704,Volunteer Healthcare Clinic
12705,Christ Clinic
12706,"Olga Joukovski, MD, PA"
12707,Restore Health Clinic
12708,"STUART L. SILVERMAN, M.D., A MEDICAL CORPORATION"
12709,Weems Medical Centers
12711,Texas Neurosurgical Spine
12717,Hale County Hospital Authority
12718,Samia Kozman MD
12719,Regenerative Medical Group
12721,Nourish Wellness Family Medicine
12722,The Rosa Health Center
12725,Deborah Mistal DO PC
12726,"Denali Family HealthCare, LLC"
12728,"Glenda Petrie, NP"
12732,One Stop Family Clinic
12733,Arlington/Mansfield Foot & Ankle Centers
12735,The Milan Medical Clinic
12736,"Columbus Surgical Specialists, LLC"
12737,Dr. Moore's office
12739,Virginia Gastroenterology Institute
12743,Coastal Kids Pediatrics
12744,Patrick A Krzyzewski DPM
12747,"Mark Wasserman, MD"
12749,"Prospect Behavioral Pediatrics and Psychiatry, PLL"
12750,Totoe Medical Group
12751,Marianne Baskin CMSW
12752,Ascentist Healthcare
12754,Pikes Peak Internal Medicine
12755,Wee Care Pediatrics
12756,Amory Surgery Clinic
12762,"Spencer Phillips, MD"
12771,Ruetzel Gynecology & Obstetrics
12772,Dr. Peter Zeale
12774,KINDPRACTICE
12775,"Pace Healthcare, LLC"
12777,The Diabetes and Endocrinology Center of Pensacola
12783,Melvin A Martinez-Castrillon
12795,"KATHY L ADAMS-BERRY, MD"
12798,Dr. Timothy Real
12799,Paoli Dermatology and Plastic Surgery Group
12800,The Eye Doctor
12801,Miriam Lara MD PA
12802,SIERRA FOOT & ANKLE
12803,Saint Paul Family Medical Ctr
12804,Innovative Women's Health Specialist
12807,Maria Medical Center
12810,"Excelcare Alliance, LLC"
12811,Northside Health Center
12812,Desiree Reyes DPM
12813,John Krehlik MD Alaska Sleep Doctor
12814,Bellingham Health
12815,HP2 THE OFFICE OF DR. JAMES JOHNSON AND DR. ARIANA ZASTROW
12822,"Central North Alabama Health Services, Inc."
12824,San Diego Integrative Medicine
12826,Harding Pediatrics
12828,Florida Pain & Spine Solutions
12832,"Southern Indiana ENT, LLC"
12838,"Northwest Ear Institute, P.C."
12840,Advanced ENT & Allergy PC
12844,"Harbor Family Medicine, PA"
12845,Sills Family Medicine
12847,"Healthy Babies, Happy Moms Inc"
12848,Highland Urgent Care & Family Medic
12853,Delora A. Denney MD
12854,Pallavi V Rawtani MD
12857,Advanced Internal Medicine of South Jersey
12858,Greenway Family Medical Practice
12861,Birmingham Pain Center
12862,Lakeside Endocrine Associates
12864,Dr. Shelli Ridge
12867,Carl L St. Martin MD
12869,Austin Foot and Ankle Center
12871,Cabarrus Rowan Community Health Center
12879,Dr. Desire / Dr. Djafari
12880,"Ashburn Lung Specialist, PC"
12881,MDVIP Dr. Calvert Dodson's
12882,East Valley Joint Clinic
12888,Carbon Medical Service
12892,Women's Health PC
12893,Fairview Medical Group
12899,Gulfstream Urology
12900,River City Medical and Arthritis Center
12904,South Royalton Health Center
12905,Elite Medical Clinic
12907,Vero Elite Rehab and Orthopedic Surgery
12909,Permian Digestive Disease Center
12911,Access Medical Care Monroe County
12914,"Mark Nelson, MD"
12915,Sunshine Medical Center
12916,Stephen Nitz MD
12920,"Robin's Nest Midwifery, PLLC"
12922,GRMC Multi-Specialty Clinic Network
12924,Premier Urgent Care
12926,Dr.Shah Viren
12928,West Mountain Healthcare
12933,Dr. Michelle Snyder
12934,Foot Health Center
12936,Oklahoma Shoulder Center
12938,Jacobs and van Cleeff Internal Medicine
12945,Advanced Foot Care
12946,Clay-Battelle Health Services Association
12947,Dr. Conrado Boja
12948,Midwest Foot & Ankle Clinics
12950,Child Health America
12951,Michigan Neurosurgical Specialists
12952,Pediatric Medical World
12960,PA Foot & Ankle Associates
12968,Sigma Pain Clinic
12969,ASPEN CENTER FOR WOMEN'S HEALTH-MAIN
12972,Adelpha Psychiatric Group
12976,Sound Pediatrics
12982,Connecticut Neurosurgery & SPine
12984,Dallas Healthcare For Children
12985,Joshuason Rehabilation and Pain Man
12986,Kidney & Hypertension Institute of
12987,Raypha Urgent Care & Clinics
12990,Barton Family Health Clinic
12991,"CHICAGO MEDICAL CENTER, LIMITED"
12994,Williamsburg Podiatry
12996,Salud For Women & Family
12998,Broward Plastic Surgery
13000,Fit Feet For Life
13001,W2W Medical Group
13002,Alpenglow Gynecology
13003,ABC Pediatrics
13010,Pathways Medical LLC
13019,Northwest Pediatrics & Adolescent Medicine
13022,Vanessa Silebi MD
13027,Mountain Lakes Medical Center
13034,Dr. Rajan
13042,"Robert L. Schubert, MD"
13043,OB/GYN Specialists of the Palm Beaches
13044,Dr. James Frey
13047,Vein Specialists of Illinois
13050,Dr. Barbara Saltrelli
13052,Be Well MD
13053,"Weiner, Lewis"
13056,"Brunswick Cardiology, P.C."
13057,The Woodlands Retina Center
13058,Walter S Morris III MD PLLC
13061,Pacific Urgent Care and Wellness Center
13062,"Sharon Yegiaian, MD, Inc."
13063,Volunteers In Medicine Berkshires
13064,"Steel, Lilly"
13065,Carolina Lung Clinic
13066,Kay R Lewis MD
13067,Austin Neuromuscular Center
13070,South Bend Orthopaedics
13071,Eastern Iowa Health Center
13074,Gap Medical Clinic
13077,Planned Parenthood
13080,PGC Counseling
13081,Palm Beach Orthopaedic Institute
13083,FootDRx
13084,Cardiovascular Institute Of America
13085,Steven P. Havard MD
13086,Tri-Valley Orthopedic Specialists Inc.
13088,VKN Health Services PLLC dba Excel
13091,"Trent L. Tredway, MD LLC"
13092,Flatiron Pediatrics
13095,Tandem Health
13096,Dr. Marc Lavin
13099,Dermatology & Skin Surgery Center o
13101,"Charles F. Hasbrook, MD"
13103,Dr. Maldia's
13107,"LAGRANGE MED CENTER, LLC"
13108,Blue Tiger Recovery LLC
13112,"Jon R. (Jack) Moody, MD"
13116,Rural Health Medical Program
13125,J Paul Jones Hospital
13126,BMS Family Health Center
13127,Dedication Health
13130,"David DeAtkine, MD"
13132,Benchmark Urgent & Family Care
13135,J and T Medicine PLLC
13136,Jefferson County Hospital
13137,Dinesh Gupta MD - Start Up
13139,Oasis Free Clinics
13143,Roberto Benejam MD PC
13144,EverCare Medical Associates
13145,Roswell Medical Group LLC
13147,Heart Failure Survival Center Of Am
13148,North Hills Health and Wellness
13153,Pocatello Free Clinic
13156,South Bay Primary Medical Group
13157,Marietta OB/GYN
13158,PCC Community Wellness Center
13163,Riverside Pediatrics
13164,"Paige Morris, MD"
13168,Right Care Family Practice
13176,Integrated & Preventative Health Care Associates
13177,"Adam Cohen, MD"
13181,Scottsdale Adult Medicine
13182,Dr. Steven Gerber
13187,Dr. Martha Arambula Pediatrics
13188,Neuromuscular Spine and Joint Center
13195,Elysium Aesthetics And Vein Care
13196,"Alberto Chavira, MD"
13200,Bibb Medical Center
13202,Interventional Spine and Sports Institute
13210,Northwest Health
13211,Hollister Women's Health
13213,Hilliard Family Podiatry
13216,Skin Wellness Dermatology Associate
13221,"Heart to Hand, Inc."
13223,N AL Family Medicine
13224,Sebring Urology Center
13265,Rural Health Services
13270,Sinclair Health Clinic
13291,Cromwell Medical Clinic
13297,Syllette N King MD
13299,Quality Care Pediatrix
13300,S. Park-Davis Healthcare
13301,"V. Kalonaros MD, P.C."
13302,Community Medical Center
13303,Wills Valley Family Medicine
13304,Alta Canyon Spine LLC
13305,Elaine Ellis Center of Health
13306,Millennium Pediatrics
13308,Keith W Michl MD
13309,Concierge Care Physicians
13310,Dr. Mavis Matsumoto
13311,Salem Township Hospital
13312,Coastal Volunteers in Medicine
13313,Dr. Remirez's Office
13316,Glaucoma Institute of Northern NJ
13318,"InHealth Med, Willimantic"
13323,Silver Spring Medical Center
13324,"M Sandra Scurria MD, PA"
13329,Delco Family Wellness
13331,Tulsa Retina Consultants
13334,"Comprehensive Pain Specialists, Inc"
13338,Texas Thyroid and Parathyroid Center
13339,Synergy Medical
13340,Signature Ophthalmology
13342,Drs. Holster and Varghese
13343,Pelican Family Health Clinic LLC
13347,"Roth, Philip"
13348,Gumshoe Health
13349,Dr. Angela Malarcher
13350,Medical Arts Internal Medicine
13353,"Caretime Medical Clinic, LLC"
13354,Duncan Family Healthcare PLLC
13355,Portage Podiatry
13357,Good Old Fashioned Family Doc Clinic
13359,Dr. Irwin Korngut
13361,Southeast Michigan Neurosurgery
13362,Dr Pampe
13363,"Dr. Loretta J. Metzger, MD"
13364,Diablo Pulmonary Med Grp
13366,"Allegheny Medical,PC"
13367,"Lung and Sleep Institute, LLC"
13369,The Office of Dr. Robert Dimski
13372,Rawlins County Health Center
13373,Lake Russell Specialty Healthcare Services
13377,Susan Steadman ARNP at Aspen Wellness
13399,Sandpiper Pediatrics PLLC
13400,Newberry County Memorial Hospital Physician Practices
